,id,name,price,url,category_name,Размер,Материал,Цвет,Класс,Набор,Подсветка,Вес,Объем упаковки,Страна производства,Страна бренда
102,383,Елочная игрушка Мышка Танцовщица - Hollyshire Manor 11 см,3920.0,/goods/elochnaya-igrushka-zajka-tancovshhica---hollyshire-manor-11-sm/,Животные,S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.1,0.0008,Филиппины,Бельгия
103,385,"Елочная игрушка Рождественский Поезд 10 см кремовый, подвеска",1580.0,/goods/elochnaya-igrushka-rozhdestvenskij-poezd-10-sm-kremovyj-podveska/,"Паровозы, машинки",S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.1,0.0002,Китай,Бельгия
104,387,Елочная игрушка Сапожок из Эльфийского магазинчика 13 см,830.0,/goods/elochnaya-igrushka-sapozhok-iz-jelfijskogo-magazinchika-13-sm-podveska/,Миниатюры,S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.09,0.0004,Китай,Эстония
105,388,"Набор стеклянных елочных игрушек Яйца Oro Grazioso 6 см, 6 шт, подвеска",2190.0,/goods/nabor-steklyannyh-elochnyh-igrushek-yajca-oro-grazioso-6-sm-6-sht-podveska/,"Яйца, медальоны",XS (до 6 см),Стекло,золото,премиум,Да,Нет,0.1,0.0013,Китай,Бельгия
106,392,"Елочная игрушка Сова Петронилла - Гостья из долины Вайлио 11 см, подвеска",1440.0,/goods/elochnaya-igrushka-sova-petronilla---gostya-iz-doliny-vajlio-11-sm-podveska/,Птицы,S (7-14 см),Текстиль,белый,премиум,Нет,Нет,0.03,0.0003,Китай,Италия
108,394,"Елочная игрушка Рыжая Малышка с косичками, 15 см, подвеска",410.0,/goods/elochnaya-igrushka-ryzhaya-malyshka-s-kosichkami-15-sm-podveska/,Текстильные игрушки,M (15-30 см),Текстиль,белый,стандарт,Нет,Нет,0.14,0.0004,Китай,Нидерланды
109,396,"Набор для шитья из фетра Досуг с Буки - Игрушка Енот, 1 уровень сложности",410.0,/goods/nabor-dlya-shitya-iz-fetra-dosug-s-buki-igrushka-enot-1-uroven-slozhnosti/,Елочные украшения своими руками,XS (до 6 см),Текстиль,серый,стандарт,Да,Нет,0.1,0.0017,Китай,Китай
110,403,"Набор стеклянных елочных игрушек Желуди Булонского леса 8 см, 12 шт",4180.0,/goods/nabor-steklyannyh-elochnyh-igrushek-zheludi-bulonskogo-lesa-8-sm-12-sht-podveska/,Шишки и желуди,S (7-14 см),Стекло,шоколадный / коричневый,стандарт,Да,Нет,0.66,0.0095,Китай,Нидерланды
111,405,"Стеклянная елочная игрушка Колокольчик Хрустальная ветка 9 см, подвеска",410.0,/goods/steklyannaya-elochnaya-igrushka-kolokolchik-hrustalnaya-vetka-9-sm-podveska/,Колокольчики,S (7-14 см),Стекло,прозрачный,стандарт,Нет,Нет,0.02,0.0006,Россия,Россия
112,408,"Стеклянная елочная игрушка Сердечко Изящное 7 см, фуксия",480.0,/goods/steklyannaya-elochnaya-igrushka-serdechko-izyashhnoe-7-sm-podveska/,Сердечки,S (7-14 см),Стекло,красный / бордовый,стандарт,Нет,Нет,0.03,0.0003,Россия,Россия
113,413,Елочная игрушка Санта на полярном медведе из Лапландии 12 см,2460.0,/goods/elochnaya-igrushka-santa-na-polyarnom-medvede-iz-laplandii-12-sm/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.15,0.0007,Китай,Бельгия
114,414,"Елочная игрушка В Лесу Родилась Елочка 16 см розовое золото, подвеска",410.0,/goods/elochnaya-igrushka-v-lesu-rodilas-elochka-16-sm-belaya-s-zolotym-podveska/,Елочки,M (15-30 см),Акрил,розовый,стандарт,Нет,Нет,0.07,0.0005,Китай,Россия
115,416,Елочная игрушка Фея Сэм - Copperfrost Tales 8 см,1790.0,/goods/elochnaya-igrushka-feya-sjem-iz-zacharovannogo-lesa-8-sm-podveska/,Ангелы и Феи,S (7-14 см),Полистоун,шоколадный / коричневый,премиум,Нет,Нет,0.08,0.0003,Китай,Нидерланды
116,418,"Елочная игрушка Smooth Ombre: Олень 14 см серебряный, подвеска",790.0,/goods/elochnaya-igrushka-smooth-ombre-olen-14-sm-serebryanyj-podveska/,Животные,S (7-14 см),Пластик,золото,премиум,Нет,Нет,0.06,0.0003,Китай,Нидерланды
117,420,"Елочная игрушка Лошадка Златогривая 12 см, подвеска",420.0,/goods/elochnaya-igrushkaloshadka-zlatogrivaya12-sm-podveska/,Символ года 2026,S (7-14 см),Акрил,кремовый / светлое дерево,стандарт,Нет,Нет,0.02,0.0006,Китай,Россия
118,428,"Стеклянная елочная игрушка Санта - Лес Старинных Сказаний 12 см красная, подвеска",1180.0,/goods/steklyannaya-elochnaya-igrushka-santa---les-starinnyh-skazanij-12-sm-krasnaya-podveska/,Персонажи сказок,S (7-14 см),Стекло,красный / бордовый,премиум,Нет,Нет,0.04,0.0009,Китай,Италия
119,437,"Искусственная роза Amalthea 16 см, клипса",630.0,/goods/iskusstvennaya-roza-amalthea-16-sm-klipsa/,Цветы,M (15-30 см),Текстиль,розовый,премиум,Нет,Нет,0.03,0.0011,Китай,Бельгия
120,443,"Елочная игрушка Эльф Гимли - New Year Miracle 11 см, подвеска",2290.0,/goods/elochnaya-igrushka-jelf-gimli-11-sm-podveska/,Гномы и Эльфы,S (7-14 см),Полистоун,красный / бордовый,премиум,Нет,Нет,0.1,0.0005,Китай,Нидерланды
121,445,"Елочная игрушка Гриб - Домик из Лембурга 8 см, подвеска",1100.0,/goods/elochnaya-igrushka-grib---domik-iz-lemburga-8-sm-podveska/,Домики,S (7-14 см),Полистоун,шоколадный / коричневый,премиум,Нет,Нет,0.11,0.0003,Китай,Нидерланды
122,450,"Стеклянная елочная игрушка Яйцо Caddyaris 11 см, изумрудная, подвеска",2480.0,/goods/steklyannaya-elochnaya-igrushka-yajco-caddyaris-11-sm-izumrudnaya-podveska/,"Яйца, медальоны",S (7-14 см),Стекло,зеленый,премиум,Нет,Нет,0.04,0.0005,Китай,Бельгия
123,452,"Рождественские прищепки Christmas Time 5 см, 7 шт",240.0,/goods/novogodnie-prishhepki-happy-new-year-5-sm-7-sht/,Деревянные игрушки,XS (до 6 см),Дерево,разноцветные,стандарт,Да,Нет,0.03,0.0002,Китай,Италия
124,455,"Набор елочных игрушек Снежинки Dijon 8 см, 3 шт, подвеска",720.0,/goods/nabor-elochnyh-igrushek-snezhinki-dijon-8-sm-3-sht-podveska/,Снежинки,S (7-14 см),Керамика / Фарфор,белый,стандарт,Да,Нет,0.17,0.0003,Китай,Нидерланды
127,464,Набор Елочные игрушки своими руками - Стильный Санта в очках,260.0,/goods/nabor-elochnye-igrushki-svoimi-rukami-stilnyj-santa-v-ochkah/,Елочные украшения своими руками,XS (до 6 см),Текстиль,красный / бордовый,стандарт,Да,Нет,0.02,0.0008,Китай,Нидерланды
128,473,"Елочная игрушка Doppiato Bells розовая, подвеска",820.0,/goods/elochnaya-igrushka-doppiato-bells-rozovaya-podveska/,Колокольчики,S (7-14 см),Пластик,розовый,премиум,Нет,Нет,0.09,0.0003,Китай,Нидерланды
129,474,"Декоративный бант Mariko 13*12 см зеленый, 2 шт",250.0,/goods/dekorativnyj-bant-mariko-13x12-sm-zelenyj-2-sht/,Банты на елку,S (7-14 см),Текстиль,зеленый,эконом,Да,Нет,0.06,0.0012,Китай,Нидерланды
130,480,Стеклянная елочная игрушка Санта на волшебных санях - Christmas Periple 13 см,2940.0,/goods/steklyannaya-elochnaya-igrushka-santa-na-volshebnyh-sanyah---christmas-periple-13-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",S (7-14 см),Стекло,красный / бордовый,премиум,Нет,Нет,0.11,0.0022,Китай,Италия
131,482,"Стеклянная елочная игрушка Снеговик Рокфор в красном 15 см, подвеска",1780.0,/goods/steklyannaya-elochnaya-igrushka-snegovik-rokfor-v-krasnom-15-sm-podveska/,"Дед Мороз, Снегурочка и Снеговик",M (15-30 см),Стекло,красный / бордовый,премиум,Нет,Нет,0.06,0.0006,Китай,Нидерланды
132,485,Елочная игрушка Фея Розель - Лориэнский Лес 10 см терракотовая,2190.0,/goods/elochnaya-igrushka-feya-rozel---lorijenskij-les-10-sm-terrakotovaya-podveska/,Ангелы и Феи,S (7-14 см),Полистоун,бирюзовый,премиум,Нет,Нет,0.08,0.0004,Китай,Нидерланды
133,486,"Набор елочных игрушек Пушистый Дуэт: Quelle surprise, 8 см, 2 шт",3160.0,/goods/nabor-elochnyh-igrushek-pushistyj-dujet-quelle-surprise-8-sm-2-sht-podveska/,Животные,S (7-14 см),Полистоун,серый,премиум,Да,Нет,0.17,0.0009,Китай,Нидерланды
134,491,"Елочная игрушка Птичка - Колибри на золотистой лозе 10 см, подвеска",1510.0,/goods/elochnaya-igrushka-ptichka-kolibri-na-zolotistoj-loze-10-sm-podveska/,Птицы,S (7-14 см),Полистоун,розовый,премиум,Нет,Нет,0.07,0.0001,Китай,Нидерланды
135,492,Елочная подвеска Райский Сад - Стрекоза 18 см,560.0,/goods/elochnaya-podveska-rajskij-sad-strekoza-18-sm/,Изысканные подвески,M (15-30 см),Акрил,золото,стандарт,Нет,Нет,0.03,0.0001,Тайвань,Нидерланды
136,496,"Елочная игрушка Леди Джиованна - Let's Go to the Christmas Party 11 см, подвеска",2790.0,/goods/elochnaya-igrushka-ledi-dzhiovanna---lets-go-to-the-christmas-party-11-sm-podveska/,Люди,S (7-14 см),Полистоун,золото,премиум,Нет,Нет,0.06,0.0004,Китай,Нидерланды
137,502,"Искусственный цветок Магнолия Marinella 23 см голубой, клипса",270.0,/goods/iskusstvennyj-cvetok-magnoliya-marinella-23-sm-goluboj-klipsa/,Цветы,M (15-30 см),Текстиль,синий / голубой,стандарт,Нет,Нет,0.02,0.0015,Китай,Россия
138,504,"Искусственная роза Ивонн: Amber Blush 14 см, клипса",570.0,/goods/iskusstvennaya-roza-ivonn-amber-blush-14-sm-klipsa/,Цветы,S (7-14 см),Текстиль,красный / бордовый,стандарт,Нет,Нет,0.02,0.0065,Китай,Нидерланды
139,505,Искусственный цветок Кувшинка - Motavio Vega 56 см бордовый,1720.0,/goods/iskusstvennyj-cvetok-kuvshinka---motavio-vega-56-sm-bordovyj/,Цветы,XL (51-80 см),Текстиль,красный / бордовый,премиум,Нет,Нет,0.06,0.0037,Таиланд,Россия
140,507,Пуансеттия на стебле Paisley - Doratura Pesca 61 см,1380.0,/goods/puansettiya-na-steble-paisley---doratura-pesca-61-sm/,Пуансеттии,XL (51-80 см),Текстиль,розовый,премиум,Нет,Нет,0.08,0.003,Таиланд,Россия
